family,instance,method,time_s,metric_name,metric,failed
bimodal_gaussian,171,bezier_mle,0.04421421803999692,nll,2690.389810423825,False
bimodal_gaussian,171,gen_beta_mle,0.03411860403139144,nll,3277.7660248448155,False
bimodal_gaussian,171,johnson_mle,0.03539116104366258,nll,3426.07362309374,False
bimodal_gaussian,171,bezier_pgd,0.0025202689575962722,mse,0.0010005801767959148,False
bimodal_gaussian,171,bezier_ipopt,2.397094521962572,mse,8.758078727920508e-05,False
bimodal_gaussian,171,bezier_nm,14.411170726001728,mse,0.002742637398215761,False
bimodal_gaussian,172,bezier_mle,0.03049535898026079,nll,2756.919023461857,False
bimodal_gaussian,172,gen_beta_mle,0.01710009202361107,nll,3004.8610295151257,False
bimodal_gaussian,172,johnson_mle,0.013050064037088305,nll,2999.7080458149026,False
bimodal_gaussian,172,bezier_pgd,0.0017095120274461806,mse,0.0004968321329569171,False
bimodal_gaussian,172,bezier_ipopt,2.143309927021619,mse,9.370100626181319e-05,False
bimodal_gaussian,172,bezier_nm,12.487605905975215,mse,0.0027725925802009836,False
bimodal_gaussian,173,bezier_mle,0.03265248396201059,nll,2473.226845523856,False
bimodal_gaussian,173,gen_beta_mle,0.02519376901909709,nll,2811.813606393316,False
bimodal_gaussian,173,johnson_mle,0.03461541299475357,nll,3027.393742880944,False
bimodal_gaussian,173,bezier_pgd,0.0012866940232925117,mse,0.0007752334889629766,False
bimodal_gaussian,173,bezier_ipopt,2.29069024103228,mse,0.00015520689475665502,False
bimodal_gaussian,173,bezier_nm,13.784370745008346,mse,0.0031563047509258475,False
bimodal_gaussian,174,bezier_mle,0.04381276696221903,nll,2456.37147401253,False
bimodal_gaussian,174,gen_beta_mle,0.020394519960973412,nll,2556.614840226751,False
bimodal_gaussian,174,johnson_mle,0.03541600902099162,nll,2593.732648365867,False
bimodal_gaussian,174,bezier_pgd,0.002237593987956643,mse,5.808594854939805e-05,False
bimodal_gaussian,174,bezier_ipopt,1.6844374000211246,mse,2.1891681278771496e-05,False
bimodal_gaussian,174,bezier_nm,13.40130466001574,mse,0.001054285376633457,False
bimodal_gaussian,175,bezier_mle,0.03185048000887036,nll,2722.7272699949044,False
bimodal_gaussian,175,gen_beta_mle,0.03418587101623416,nll,3086.2219261400296,False
bimodal_gaussian,175,johnson_mle,0.0360062739928253,nll,3321.1936717146336,False
bimodal_gaussian,175,bezier_pgd,0.0021983020124025643,mse,0.0006854669371975807,False
bimodal_gaussian,175,bezier_ipopt,2.3095250810147263,mse,4.1961522656840455e-05,False
bimodal_gaussian,175,bezier_nm,15.442466144973878,mse,0.0016977271430330136,False
bimodal_gaussian,176,bezier_mle,0.011635044007562101,nll,2302.6552376536415,False
bimodal_gaussian,176,gen_beta_mle,0.024656760971993208,nll,2334.7298499359613,False
bimodal_gaussian,176,johnson_mle,0.06837291701231152,nll,2376.4675709415687,False
bimodal_gaussian,176,bezier_pgd,0.0026197099941782653,mse,0.0001890023185746319,False
bimodal_gaussian,176,bezier_ipopt,2.0141507529770024,mse,1.882761813695304e-05,False
bimodal_gaussian,176,bezier_nm,13.098789326031692,mse,0.00039881127446295714,False
bimodal_gaussian,177,bezier_mle,0.004465666017495096,nll,2225.871586989517,False
bimodal_gaussian,177,gen_beta_mle,0.02955232298700139,nll,2264.6034301824984,False
bimodal_gaussian,177,johnson_mle,0.013267091999296099,nll,2247.973113340462,False
bimodal_gaussian,177,bezier_pgd,0.001225246989633888,mse,3.009119700961589e-05,False
bimodal_gaussian,177,bezier_ipopt,2.132764798006974,mse,6.81838531580848e-06,False
bimodal_gaussian,177,bezier_nm,13.837280727981124,mse,0.00023361502716644713,False
bimodal_gaussian,178,bezier_mle,0.0409095449722372,nll,3028.1066485724755,False
bimodal_gaussian,178,gen_beta_mle,0.0221226749708876,nll,3217.4543679588996,False
bimodal_gaussian,178,johnson_mle,0.03736761602340266,nll,3356.5358950711907,False
bimodal_gaussian,178,bezier_pgd,0.0018366670119576156,mse,0.0003317570251090639,False
bimodal_gaussian,178,bezier_ipopt,2.0051026520086452,mse,3.356309988776797e-05,False
bimodal_gaussian,178,bezier_nm,13.06983490800485,mse,0.0009760431435121668,False
bimodal_gaussian,179,bezier_mle,0.039209112990647554,nll,2685.213312767266,False
bimodal_gaussian,179,gen_beta_mle,0.014060643967241049,nll,2735.9859720640143,False
bimodal_gaussian,179,johnson_mle,0.03728867700556293,nll,2786.541185453923,False
bimodal_gaussian,179,bezier_pgd,0.001964244991540909,mse,6.606816400719375e-05,False
bimodal_gaussian,179,bezier_ipopt,2.1432041600346565,mse,1.29354134121874e-05,False
bimodal_gaussian,179,bezier_nm,12.5754509770195,mse,0.0005485842540219084,False
bimodal_gaussian,180,bezier_mle,0.04259134299354628,nll,3192.28828006331,False
bimodal_gaussian,180,gen_beta_mle,0.03171374404337257,nll,3319.366180915192,False
bimodal_gaussian,180,johnson_mle,0.03679201303748414,nll,3372.0581267342554,False
bimodal_gaussian,180,bezier_pgd,0.0015792310005053878,mse,0.00034071137455646755,False
bimodal_gaussian,180,bezier_ipopt,2.067610701022204,mse,3.7162893418653485e-05,False
bimodal_gaussian,180,bezier_nm,14.777681058039889,mse,0.001183320435723114,False
bimodal_gaussian,181,bezier_mle,0.03598867903929204,nll,2897.637601298047,False
bimodal_gaussian,181,gen_beta_mle,0.015952849003951997,nll,2973.033044471513,False
bimodal_gaussian,181,johnson_mle,0.03701341099804267,nll,3014.7381730891148,False
bimodal_gaussian,181,bezier_pgd,0.0013677910319529474,mse,0.00024074389804554924,False
bimodal_gaussian,181,bezier_ipopt,1.8210379609954543,mse,3.451218833550523e-05,False
bimodal_gaussian,181,bezier_nm,13.100933652021922,mse,0.0005845592704606515,False
bimodal_gaussian,182,bezier_mle,0.04902251600287855,nll,1884.9612634545363,False
bimodal_gaussian,182,gen_beta_mle,0.02614111395087093,nll,2643.021692519368,False
bimodal_gaussian,182,johnson_mle,0.020923895994201303,nll,2934.993068122798,False
bimodal_gaussian,182,bezier_pgd,0.00194547203136608,mse,0.0027685507079773723,False
bimodal_gaussian,182,bezier_ipopt,1.881078044010792,mse,0.0008394718698204614,False
bimodal_gaussian,182,bezier_nm,12.663927585002966,mse,0.008428446705099573,False
bimodal_gaussian,183,bezier_mle,0.026921565993689,nll,2810.1747208641655,False
bimodal_gaussian,183,gen_beta_mle,0.0256727309897542,nll,3270.398870623294,False
bimodal_gaussian,183,johnson_mle,0.03892175998771563,nll,3011.9220890518936,False
bimodal_gaussian,183,bezier_pgd,0.001488224952481687,mse,0.00033327937487264456,False
bimodal_gaussian,183,bezier_ipopt,1.993215225986205,mse,3.763868405873006e-05,False
bimodal_gaussian,183,bezier_nm,13.820874829019886,mse,0.0007472462114242211,False
bimodal_gaussian,184,bezier_mle,0.0057783270021900535,nll,2759.253036278069,False
bimodal_gaussian,184,gen_beta_mle,0.010254042979795486,nll,2750.702736088439,False
bimodal_gaussian,184,johnson_mle,0.036946787033230066,nll,2756.3444171966944,False
bimodal_gaussian,184,bezier_pgd,0.0011818319908343256,mse,2.7292090746148093e-05,False
bimodal_gaussian,184,bezier_ipopt,2.8930929620401002,mse,9.310275949052903e-06,False
bimodal_gaussian,184,bezier_nm,13.860104678955395,mse,0.00025064238978767444,False
bimodal_gaussian,185,bezier_mle,0.03547352598980069,nll,2551.277156345438,False
bimodal_gaussian,185,gen_beta_mle,0.013717882975470275,nll,2747.9354436759004,False
bimodal_gaussian,185,johnson_mle,0.03840606298763305,nll,2785.361231365854,False
bimodal_gaussian,185,bezier_pgd,0.0016178659861907363,mse,0.0003433868746585951,False
bimodal_gaussian,185,bezier_ipopt,2.273945133027155,mse,2.8682643292270965e-05,False
bimodal_gaussian,185,bezier_nm,12.96000910300063,mse,0.000991047566770476,False
bimodal_gaussian,186,bezier_mle,0.02256172796478495,nll,3038.92601092913,False
bimodal_gaussian,186,gen_beta_mle,0.03386020299512893,nll,3180.555996760545,False
bimodal_gaussian,186,johnson_mle,0.021788800018839538,nll,3127.6003562338465,False
bimodal_gaussian,186,bezier_pgd,0.0015152060077525675,mse,0.0002068886658872375,False
bimodal_gaussian,186,bezier_ipopt,2.0057734539732337,mse,2.3928976950043716e-05,False
bimodal_gaussian,186,bezier_nm,13.450179791019764,mse,0.0006893556144094834,False
bimodal_gaussian,187,bezier_mle,0.042721472040284425,nll,2311.5217769813385,False
bimodal_gaussian,187,gen_beta_mle,0.01865627901861444,nll,2934.1070831363804,False
bimodal_gaussian,187,johnson_mle,0.03308471402851865,nll,2672.6174748909875,False
bimodal_gaussian,187,bezier_pgd,0.001442159991711378,mse,0.0002443046014842978,False
bimodal_gaussian,187,bezier_ipopt,1.8090935740037821,mse,2.548178729155695e-05,False
bimodal_gaussian,187,bezier_nm,12.501749432994984,mse,0.0015678462992007732,False
bimodal_gaussian,188,bezier_mle,0.02663872204720974,nll,2924.1717863042923,False
bimodal_gaussian,188,gen_beta_mle,0.023481452954001725,nll,3124.1224052031353,False
bimodal_gaussian,188,johnson_mle,0.03794676798861474,nll,3245.995769332327,False
bimodal_gaussian,188,bezier_pgd,0.0019507240504026413,mse,0.0005835768391132877,False
bimodal_gaussian,188,bezier_ipopt,2.185982740018517,mse,3.4686388579101845e-05,False
bimodal_gaussian,188,bezier_nm,12.398502811964136,mse,0.0010841566361709835,False
bimodal_gaussian,189,bezier_mle,0.037551710032857955,nll,2905.2575216824625,False
bimodal_gaussian,189,gen_beta_mle,0.029617046006023884,nll,3211.044589633683,False
bimodal_gaussian,189,johnson_mle,0.03850302298087627,nll,3418.113792621916,False
bimodal_gaussian,189,bezier_pgd,0.0030124200275167823,mse,0.0010019102157515557,False
bimodal_gaussian,189,bezier_ipopt,1.9449047910165973,mse,8.614555128301278e-05,False
bimodal_gaussian,189,bezier_nm,12.602254897996318,mse,0.002702851680662619,False
bimodal_gaussian,190,bezier_mle,0.026971730985678732,nll,2495.4900415152842,False
bimodal_gaussian,190,gen_beta_mle,0.024962686002254486,nll,2810.193662263382,False
bimodal_gaussian,190,johnson_mle,0.05049760401016101,nll,2747.0404385243064,False
bimodal_gaussian,190,bezier_pgd,0.002381071972195059,mse,0.0003443530072685584,False
bimodal_gaussian,190,bezier_ipopt,2.193075841991231,mse,2.2814563237893126e-05,False
bimodal_gaussian,190,bezier_nm,13.071939081011806,mse,0.0014635072299692801,False
bimodal_gaussian,191,bezier_mle,0.021570643002633005,nll,2060.027174224166,False
bimodal_gaussian,191,gen_beta_mle,0.015718750015366822,nll,2119.175062977565,False
bimodal_gaussian,191,johnson_mle,0.038771355990320444,nll,2177.4208121542306,False
bimodal_gaussian,191,bezier_pgd,0.001999458996579051,mse,0.00012361483609783666,False
bimodal_gaussian,191,bezier_ipopt,2.2770847880165093,mse,1.2635367451874297e-05,False
bimodal_gaussian,191,bezier_nm,12.893597567046527,mse,0.0006932774663470657,False
bimodal_gaussian,192,bezier_mle,0.009786587965209037,nll,2530.0007783624023,False
bimodal_gaussian,192,gen_beta_mle,0.036141551041509956,nll,2594.3504966314026,False
bimodal_gaussian,192,johnson_mle,0.07055130501976237,nll,2599.790558062632,False
bimodal_gaussian,192,bezier_pgd,0.002623518987093121,mse,5.637599267711832e-05,False
bimodal_gaussian,192,bezier_ipopt,2.4425978070357814,mse,8.841698249618153e-06,False
bimodal_gaussian,192,bezier_nm,14.033164877037052,mse,0.0001533841377520549,False
bimodal_gaussian,193,bezier_mle,0.04494552803225815,nll,2070.2331999966627,False
bimodal_gaussian,193,gen_beta_mle,0.021173603017814457,nll,2896.157788373939,False
bimodal_gaussian,193,johnson_mle,0.036395345989149064,nll,3127.5621477123195,False
bimodal_gaussian,193,bezier_pgd,0.0019960040226578712,mse,0.002350890814066822,False
bimodal_gaussian,193,bezier_ipopt,1.7397015069727786,mse,0.0008326706058594369,False
bimodal_gaussian,193,bezier_nm,14.23650685098255,mse,0.0056438421219727215,False
bimodal_gaussian,194,bezier_mle,0.08535372302867472,nll,1927.306491555085,False
bimodal_gaussian,194,gen_beta_mle,0.026894818991422653,nll,3047.603511130871,False
bimodal_gaussian,194,johnson_mle,0.020332408952526748,nll,2511.0334693674367,False
bimodal_gaussian,194,bezier_pgd,0.0012371449847705662,mse,0.0017522654087134726,False
bimodal_gaussian,194,bezier_ipopt,1.9287361350143328,mse,0.00047171982445096545,False
bimodal_gaussian,194,bezier_nm,14.735059796017595,mse,0.009452819999390683,False
bimodal_gaussian,195,bezier_mle,0.003906585043296218,nll,2558.1674292920848,False
bimodal_gaussian,195,gen_beta_mle,0.019035834993701428,nll,2556.2783187716896,False
bimodal_gaussian,195,johnson_mle,0.03624780796235427,nll,2559.9509908473697,False
bimodal_gaussian,195,bezier_pgd,0.0010809219675138593,mse,2.1453038650859642e-05,False
bimodal_gaussian,195,bezier_ipopt,2.4726198960561305,mse,1.0819683836231482e-05,False
bimodal_gaussian,195,bezier_nm,13.050345379975624,mse,0.00011806346001144214,False
bimodal_gaussian,196,bezier_mle,0.007436283980496228,nll,2691.2767443341336,False
bimodal_gaussian,196,gen_beta_mle,0.014740238024387509,nll,2690.74264512287,False
bimodal_gaussian,196,johnson_mle,0.039110677025746554,nll,2696.9675295449,False
bimodal_gaussian,196,bezier_pgd,0.0013097950140945613,mse,2.9391396676576745e-05,False
bimodal_gaussian,196,bezier_ipopt,2.2911606740090065,mse,1.1463350172796147e-05,False
bimodal_gaussian,196,bezier_nm,13.949339334969409,mse,0.0001424471792199463,False
bimodal_gaussian,197,bezier_mle,0.04420974099775776,nll,2556.0238472561737,False
bimodal_gaussian,197,gen_beta_mle,0.0311776390299201,nll,3003.1647488098915,False
bimodal_gaussian,197,johnson_mle,0.03638376301387325,nll,3210.3547943152817,False
bimodal_gaussian,197,bezier_pgd,0.0016750750364735723,mse,0.001120901840198853,False
bimodal_gaussian,197,bezier_ipopt,1.8348445409792475,mse,0.00017806227891887643,False
bimodal_gaussian,197,bezier_nm,12.462478309054859,mse,0.0033962677518075933,False
bimodal_gaussian,198,bezier_mle,0.03830179700162262,nll,2607.9398656913963,False
bimodal_gaussian,198,gen_beta_mle,0.039038877992425114,nll,4004.554439595416,False
bimodal_gaussian,198,johnson_mle,0.0138612570008263,nll,3117.727445532394,False
bimodal_gaussian,198,bezier_pgd,0.0013853629934601486,mse,0.001067832743973632,False
bimodal_gaussian,198,bezier_ipopt,2.1848809540388174,mse,0.00032298480793904066,False
bimodal_gaussian,198,bezier_nm,11.837468935991637,mse,0.005099371396375481,False
bimodal_gaussian,199,bezier_mle,0.026229428010992706,nll,2342.991460450873,False
bimodal_gaussian,199,gen_beta_mle,0.022795496974140406,nll,2993.2145225974828,False
bimodal_gaussian,199,johnson_mle,0.012205018021631986,nll,2536.9742868457315,False
bimodal_gaussian,199,bezier_pgd,0.0019137950148433447,mse,0.00047926847477129767,False
bimodal_gaussian,199,bezier_ipopt,1.9621015390148386,mse,0.00011775456882911945,False
bimodal_gaussian,199,bezier_nm,13.600677836046088,mse,0.0030087334445921933,False
exponential,0,bezier_mle,0.006554829014930874,nll,2004.1585766554435,False
exponential,0,gen_beta_mle,0.05582430202048272,nll,2082.9154649185093,False
exponential,0,johnson_mle,0.06986752402735874,nll,2028.6709639809142,False
exponential,0,bezier_pgd,0.0011073699570260942,mse,2.9680941834237804e-05,False
exponential,0,bezier_ipopt,1.5816251590149477,mse,1.422129902806306e-05,False
exponential,0,bezier_nm,15.538851805962622,mse,0.0001313082606006287,False
exponential,1,bezier_mle,0.0037104589864611626,nll,3075.0624737899243,False
exponential,1,gen_beta_mle,0.04025165899656713,nll,3059.917950053458,False
exponential,1,johnson_mle,0.06871231400873512,nll,3095.4924946398205,False
exponential,1,bezier_pgd,0.0018967990181408823,mse,3.266729410817855e-05,False
exponential,1,bezier_ipopt,2.893492844013963,mse,1.4208815771107087e-05,False
exponential,1,bezier_nm,15.51375275402097,mse,0.00011886153037279748,False
exponential,2,bezier_mle,0.0031743639847263694,nll,2325.1354601734115,False
exponential,2,gen_beta_mle,0.032516578037757427,nll,2316.014979445884,False
exponential,2,johnson_mle,0.03821988799609244,nll,2351.4616590756286,False
exponential,2,bezier_pgd,0.0012959070154465735,mse,2.9973570611840797e-05,False
exponential,2,bezier_ipopt,4.634627960971557,mse,9.12551460613384e-06,False
exponential,2,bezier_nm,15.28641385800438,mse,7.461164179276269e-05,False
exponential,3,bezier_mle,0.0025964250089600682,nll,1450.8107236335102,False
exponential,3,gen_beta_mle,0.03092593402834609,nll,1447.5145213710757,False
exponential,3,johnson_mle,0.03935712797101587,nll,1501.1305218297803,False
exponential,3,bezier_pgd,0.0009858509874902666,mse,3.8827221892054575e-05,False
exponential,3,bezier_ipopt,2.308864224003628,mse,1.0302638068327343e-05,False
exponential,3,bezier_nm,14.19299134000903,mse,0.00022732617879015632,False
exponential,4,bezier_mle,0.0049672399763949215,nll,2314.378234444306,False
exponential,4,gen_beta_mle,0.040059748047497123,nll,2310.7110704768966,False
exponential,4,johnson_mle,0.048165703017730266,nll,2348.052721406839,False
exponential,4,bezier_pgd,0.0009274929761886597,mse,2.8640989423442066e-05,False
exponential,4,bezier_ipopt,4.185837966972031,mse,2.1852025599758184e-05,False
exponential,4,bezier_nm,15.41960417496739,mse,5.842598101455344e-05,False
exponential,5,bezier_mle,0.003851568966638297,nll,2300.0247864754087,False
exponential,5,gen_beta_mle,0.032141805975697935,nll,2288.5498392564123,False
exponential,5,johnson_mle,0.03922944003716111,nll,2326.697819789637,False
exponential,5,bezier_pgd,0.0012626000097952783,mse,3.166695886921311e-05,False
exponential,5,bezier_ipopt,2.074112174042966,mse,1.4894287387229564e-05,False
exponential,5,bezier_nm,14.991475906979758,mse,0.00012475689106608787,False
exponential,6,bezier_mle,0.005410481011494994,nll,2271.2431203568026,False
exponential,6,gen_beta_mle,0.059932199015747756,nll,2261.098118347267,False
exponential,6,johnson_mle,0.07008468400454149,nll,2301.5882119823873,False
exponential,6,bezier_pgd,0.001091593992896378,mse,2.7644084112401785e-05,False
exponential,6,bezier_ipopt,3.299254329991527,mse,1.2814748054438434e-05,False
exponential,6,bezier_nm,15.104698143026326,mse,4.8511648744294217e-05,False
exponential,7,bezier_mle,0.0029150639893487096,nll,2704.1764314662764,False
exponential,7,gen_beta_mle,0.030849925999064,nll,2693.3163558536908,False
exponential,7,johnson_mle,0.03607271995861083,nll,2743.739276010406,False
exponential,7,bezier_pgd,0.0011349970009177923,mse,2.9683260138605075e-05,False
exponential,7,bezier_ipopt,3.155740696005523,mse,1.2741002280381825e-05,False
exponential,7,bezier_nm,14.661679789016489,mse,8.315509398149118e-05,False
exponential,8,bezier_mle,0.005171908007469028,nll,2609.1577338116786,False
exponential,8,gen_beta_mle,0.06581931497203186,nll,2597.694948706131,False
exponential,8,johnson_mle,0.059886832954362035,nll,2634.7000787495535,False
exponential,8,bezier_pgd,0.0009876610129140317,mse,4.99125629434893e-05,False
exponential,8,bezier_ipopt,5.897489027993288,mse,1.035853881564e-05,False
exponential,8,bezier_nm,14.785788359993603,mse,0.0001440371793812667,False
exponential,9,bezier_mle,0.0026793520082719624,nll,3243.0626063863665,False
exponential,9,gen_beta_mle,0.0341784690390341,nll,3237.9315293491773,False
exponential,9,johnson_mle,0.03864084801170975,nll,3285.070536278544,False
exponential,9,bezier_pgd,0.0010744360042735934,mse,2.3312114963912925e-05,False
exponential,9,bezier_ipopt,3.0380333369830623,mse,9.696399163670015e-06,False
exponential,9,bezier_nm,14.478922213020269,mse,8.299486937724547e-05,False
exponential,10,bezier_mle,0.00477998802671209,nll,2203.0181420684776,False
exponential,10,gen_beta_mle,0.029494915972463787,nll,2283.0343836871957,False
exponential,10,johnson_mle,0.039417745952960104,nll,2227.6189424002314,False
exponential,10,bezier_pgd,0.0013640139950439334,mse,2.9251056805675427e-05,False
exponential,10,bezier_ipopt,1.8043781539890915,mse,9.603926502467607e-06,False
exponential,10,bezier_nm,16.444523077982012,mse,0.0001843520364435433,False
exponential,11,bezier_mle,0.002853933023288846,nll,2603.6920251483434,False
exponential,11,gen_beta_mle,0.03458788798889145,nll,2594.1086461247824,False
exponential,11,johnson_mle,0.04077802604297176,nll,2639.008031001455,False
exponential,11,bezier_pgd,0.0010141510283574462,mse,4.4297405139003854e-05,False
exponential,11,bezier_ipopt,3.128533939947374,mse,1.0226212393723072e-05,False
exponential,11,bezier_nm,14.63958375697257,mse,9.484440215386194e-05,False
exponential,12,bezier_mle,0.0030339660006575286,nll,2147.870359500474,False
exponential,12,gen_beta_mle,0.0312906609615311,nll,2135.6604734714906,False
exponential,12,johnson_mle,0.04086221300531179,nll,2181.6634863568465,False
exponential,12,bezier_pgd,0.0010607029544189572,mse,2.5355058369137093e-05,False
exponential,12,bezier_ipopt,3.694265167985577,mse,1.3619694313414935e-05,False
exponential,12,bezier_nm,14.800391016993672,mse,7.518141546658663e-05,False
exponential,13,bezier_mle,0.023596583981998265,nll,3184.708727211906,False
exponential,13,gen_beta_mle,0.033840557967778295,nll,3165.769125229062,False
exponential,13,johnson_mle,0.039184872002806515,nll,3195.0867404766514,False
exponential,13,bezier_pgd,0.0019730940111912787,mse,6.650994249693925e-05,False
exponential,13,bezier_ipopt,3.9383895799983293,mse,6.009543063833932e-06,False
exponential,13,bezier_nm,14.624435539997648,mse,0.0004381461522648921,False
exponential,14,bezier_mle,0.002823061018716544,nll,3071.28803286,False
exponential,14,gen_beta_mle,0.03529488597996533,nll,3067.3725918985374,False
exponential,14,johnson_mle,0.04051828500814736,nll,3113.5594419244935,False
exponential,14,bezier_pgd,0.0009605459636077285,mse,1.55135276301038e-05,False
exponential,14,bezier_ipopt,2.2055522580049,mse,9.464119526854849e-06,False
exponential,14,bezier_nm,14.216887132963166,mse,3.5732453043934774e-05,False
exponential,15,bezier_mle,0.002377332013566047,nll,611.4106853575072,False
exponential,15,gen_beta_mle,0.026125362957827747,nll,606.631146253254,False
exponential,15,johnson_mle,0.03870032902341336,nll,652.142946961053,False
exponential,15,bezier_pgd,0.00099269300699234,mse,3.2727328478966785e-05,False
exponential,15,bezier_ipopt,2.272168322990183,mse,7.450228190373542e-06,False
exponential,15,bezier_nm,14.542012323974632,mse,0.0001399048717392509,False
exponential,16,bezier_mle,0.004043900000397116,nll,2606.8487457345536,False
exponential,16,gen_beta_mle,0.029968736052978784,nll,2590.6276753632305,False
exponential,16,johnson_mle,0.03617184702306986,nll,2634.3131805952407,False
exponential,16,bezier_pgd,0.0013148159487172961,mse,4.071304690212948e-05,False
exponential,16,bezier_ipopt,8.18570670497138,mse,8.877392904886548e-06,False
exponential,16,bezier_nm,14.953061403008178,mse,0.00012581884077460926,False
exponential,17,bezier_mle,0.003870226035360247,nll,2974.967178835759,False
exponential,17,gen_beta_mle,0.032456871995236725,nll,2965.829647423474,False
exponential,17,johnson_mle,0.03835016203811392,nll,3005.6309701887385,False
exponential,17,bezier_pgd,0.0013035159790888429,mse,2.175725124252169e-05,False
exponential,17,bezier_ipopt,3.466566731047351,mse,9.266274825588313e-06,False
exponential,17,bezier_nm,15.60605060501257,mse,0.00010356431273266092,False
exponential,18,bezier_mle,0.0058812000206671655,nll,1566.1031415136677,False
exponential,18,gen_beta_mle,0.024540846003219485,nll,1554.5545259104574,False
exponential,18,johnson_mle,0.036215953005012125,nll,1598.8482067747145,False
exponential,18,bezier_pgd,0.002132433990482241,mse,2.5192497545974295e-05,False
exponential,18,bezier_ipopt,2.791348000988364,mse,8.569593138410373e-06,False
exponential,18,bezier_nm,15.022701240028255,mse,0.0004594391554291678,False
exponential,19,bezier_mle,0.003282913996372372,nll,3014.962659359922,False
exponential,19,gen_beta_mle,0.016765645006671548,nll,3005.3590640415123,False
exponential,19,johnson_mle,0.04189115698682144,nll,3041.728571844537,False
exponential,19,bezier_pgd,0.0014567390317097306,mse,2.9670084415706934e-05,False
exponential,19,bezier_ipopt,3.0964999059797265,mse,1.0701346939097849e-05,False
exponential,19,bezier_nm,15.048480387951713,mse,8.952272552031288e-05,False
exponential,20,bezier_mle,0.006716561038047075,nll,2732.5390534392563,False
exponential,20,gen_beta_mle,0.030787652998697013,nll,2717.1877668517227,False
exponential,20,johnson_mle,0.0359164759865962,nll,2766.3442236049905,False
exponential,20,bezier_pgd,0.0011512460187077522,mse,2.8283560251279322e-05,False
exponential,20,bezier_ipopt,2.555538964981679,mse,9.525485999550487e-06,False
exponential,20,bezier_nm,14.365847920998931,mse,0.0002106916237084598,False
exponential,21,bezier_mle,0.004898439976386726,nll,2714.1558063186612,False
exponential,21,gen_beta_mle,0.02554531500209123,nll,2857.3904921459584,False
exponential,21,johnson_mle,0.034476704022381455,nll,2746.6659249822205,False
exponential,21,bezier_pgd,0.0016826490173116326,mse,3.355268092107463e-05,False
exponential,21,bezier_ipopt,2.438303660019301,mse,2.15314324050743e-05,False
exponential,21,bezier_nm,15.598262486979365,mse,0.00016420505195657826,False
exponential,22,bezier_mle,0.005644994031172246,nll,3144.80410518463,False
exponential,22,gen_beta_mle,0.02963438001461327,nll,3137.3876475322513,False
exponential,22,johnson_mle,0.03712589299539104,nll,3170.0995217275727,False
exponential,22,bezier_pgd,0.0013722339645028114,mse,3.923381403586466e-05,False
exponential,22,bezier_ipopt,2.5639838179922663,mse,1.0564920522850337e-05,False
exponential,22,bezier_nm,14.210940351011232,mse,0.00017301492239252538,False
exponential,23,bezier_mle,0.004190802981611341,nll,1933.6460524988895,False
exponential,23,gen_beta_mle,0.034898679004982114,nll,1917.5602358755948,False
exponential,23,johnson_mle,0.04141658201115206,nll,1952.4169456931877,False
exponential,23,bezier_pgd,0.001280620985198766,mse,4.455262816721123e-05,False
exponential,23,bezier_ipopt,2.084515442023985,mse,1.240869600381842e-05,False
exponential,23,bezier_nm,14.186978209007066,mse,0.00020783719935529046,False
exponential,24,bezier_mle,0.003370639984495938,nll,1018.9448241293217,False
exponential,24,gen_beta_mle,0.021034764999058098,nll,1007.1789605515016,False
exponential,24,johnson_mle,0.038094105024356395,nll,1040.7320307328232,False
exponential,24,bezier_pgd,0.001096147985663265,mse,2.5956508310808874e-05,False
exponential,24,bezier_ipopt,1.5065687089809217,mse,1.3216242356803156e-05,False
exponential,24,bezier_nm,14.729152155050542,mse,6.604144508702079e-05,False
exponential,25,bezier_mle,0.0033991060336120427,nll,1816.06265711,False
exponential,25,gen_beta_mle,0.015669171989429742,nll,1808.3531064414399,False
exponential,25,johnson_mle,0.051115054986439645,nll,1845.5023549266202,False
exponential,25,bezier_pgd,0.001136240956839174,mse,3.4651174660022716e-05,False
exponential,25,bezier_ipopt,3.3844990970101207,mse,7.932348460787233e-06,False
exponential,25,bezier_nm,16.065697375976015,mse,0.00010816343493239094,False
exponential,26,bezier_mle,0.005334179033525288,nll,3212.036169447823,False
exponential,26,gen_beta_mle,0.04242445301497355,nll,3205.992927835511,False
exponential,26,johnson_mle,0.04223733796970919,nll,3245.8319769035907,False
exponential,26,bezier_pgd,0.0014067949960008264,mse,1.4877124449272571e-05,False
exponential,26,bezier_ipopt,2.563893502985593,mse,7.226548073014204e-06,False
exponential,26,bezier_nm,14.991098459984642,mse,6.165360660082044e-05,False
exponential,27,bezier_mle,0.0031631000456400216,nll,3070.8465978211284,False
exponential,27,gen_beta_mle,0.025129870977252722,nll,3055.2248433701466,False
exponential,27,johnson_mle,0.03765194601146504,nll,3094.3485901353038,False
exponential,27,bezier_pgd,0.0010267840116284788,mse,3.6812530741892295e-05,False
exponential,27,bezier_ipopt,3.091818632034119,mse,1.388197333393002e-05,False
exponential,27,bezier_nm,16.55915261298651,mse,7.746497475629422e-05,False
exponential,28,bezier_mle,0.003361809009220451,nll,3012.0580523404483,False
exponential,28,gen_beta_mle,0.01576328300870955,nll,2999.842958692987,False
exponential,28,johnson_mle,0.04072201199596748,nll,3032.900433130118,False
